joint id: 0, measured_angle: 0.024654, target_angle: 0.024954, newest_measurement_index: 6018, sent_torque: 0.000000, measured_torque: 0.003438
joint id: 1, measured_angle: -0.019826, target_angle: 0.007042, newest_measurement_index: 6146, sent_torque: 0.079154, measured_torque: 0.061536
joint id: 2, measured_angle: -0.006470, target_angle: -0.032222, newest_measurement_index: 6146, sent_torque: -0.076450, measured_torque: -0.051698
joint id: 3, measured_angle: -0.007446, target_angle: 0.017643, newest_measurement_index: 6145, sent_torque: 0.072733, measured_torque: 0.067611
joint id: 4, measured_angle: -0.008841, target_angle: 0.018445, newest_measurement_index: 6223, sent_torque: 0.082023, measured_torque: 0.068086
joint id: 5, measured_angle: -0.000767, target_angle: -0.016065, newest_measurement_index: 6223, sent_torque: -0.047977, measured_torque: -0.042079
joint id: 6, measured_angle: 0.018481, target_angle: 0.036926, newest_measurement_index: 5836, sent_torque: 0.110218, measured_torque: 0.093570
joint id: 7, measured_angle: 0.006346, target_angle: 0.029657, newest_measurement_index: 5900, sent_torque: 0.136360, measured_torque: 0.135352
joint id: 8, measured_angle: 0.024793, target_angle: -0.002179, newest_measurement_index: 5900, sent_torque: -0.078720, measured_torque: -0.079311
joint id: 0, measured_angle: 0.026014, target_angle: 0.052554, newest_measurement_index: 6105, sent_torque: 0.078734, measured_torque: 0.047506
joint id: 1, measured_angle: -0.019826, target_angle: 0.007342, newest_measurement_index: 6146, sent_torque: 0.080480, measured_torque: 0.061536
joint id: 2, measured_angle: -0.006470, target_angle: -0.032522, newest_measurement_index: 6146, sent_torque: -0.077041, measured_torque: -0.051698
joint id: 3, measured_angle: -0.007272, target_angle: 0.017943, newest_measurement_index: 6146, sent_torque: 0.073053, measured_torque: 0.070320
joint id: 4, measured_angle: -0.008946, target_angle: 0.018745, newest_measurement_index: 6224, sent_torque: 0.083277, measured_torque: 0.084164
joint id: 5, measured_angle: -0.000558, target_angle: -0.016065, newest_measurement_index: 6224, sent_torque: -0.049454, measured_torque: -0.047509
joint id: 6, measured_angle: 0.018726, target_angle: 0.037226, newest_measurement_index: 5837, sent_torque: 0.107603, measured_torque: 0.114182
joint id: 7, measured_angle: 0.006625, target_angle: 0.029957, newest_measurement_index: 5901, sent_torque: 0.135559, measured_torque: 0.126861
joint id: 8, measured_angle: 0.024758, target_angle: -0.002479, newest_measurement_index: 5901, sent_torque: -0.080429, measured_torque: -0.077172
joint id: 0, measured_angle: 0.026014, target_angle: 0.052854, newest_measurement_index: 6105, sent_torque: 0.079284, measured_torque: 0.047506
joint id: 1, measured_angle: -0.019756, target_angle: 0.007642, newest_measurement_index: 6147, sent_torque: 0.081380, measured_torque: 0.061718
joint id: 2, measured_angle: -0.006505, target_angle: -0.032822, newest_measurement_index: 6147, sent_torque: -0.077941, measured_torque: -0.053532
joint id: 3, measured_angle: -0.007098, target_angle: 0.018243, newest_measurement_index: 6147, sent_torque: 0.073577, measured_torque: 0.073990
joint id: 4, measured_angle: -0.009051, target_angle: 0.019045, newest_measurement_index: 6225, sent_torque: 0.084491, measured_torque: 0.084476
joint id: 5, measured_angle: -0.000384, target_angle: -0.016065, newest_measurement_index: 6225, sent_torque: -0.050081, measured_torque: -0.044209
joint id: 6, measured_angle: 0.019039, target_angle: 0.037526, newest_measurement_index: 5838, sent_torque: 0.107221, measured_torque: 0.112002
joint id: 7, measured_angle: 0.006939, target_angle: 0.030257, newest_measurement_index: 5902, sent_torque: 0.135795, measured_torque: 0.135952
joint id: 8, measured_angle: 0.024723, target_angle: -0.002779, newest_measurement_index: 5902, sent_torque: -0.081474, measured_torque: -0.077924
joint id: 0, measured_angle: 0.026048, target_angle: 0.053154, newest_measurement_index: 6106, sent_torque: 0.080184, measured_torque: 0.052934
joint id: 1, measured_angle: -0.019686, target_angle: 0.007942, newest_measurement_index: 6148, sent_torque: 0.081951, measured_torque: 0.056936
joint id: 2, measured_angle: -0.006540, target_angle: -0.033122, newest_measurement_index: 6148, sent_torque: -0.077798, measured_torque: -0.060746
joint id: 3, measured_angle: -0.006923, target_angle: 0.018543, newest_measurement_index: 6148, sent_torque: 0.073426, measured_torque: 0.070874
joint id: 4, measured_angle: -0.009120, target_angle: 0.019345, newest_measurement_index: 6226, sent_torque: 0.086070, measured_torque: 0.070950
joint id: 5, measured_angle: -0.000244, target_angle: -0.016065, newest_measurement_index: 6226, sent_torque: -0.049695, measured_torque: -0.043145
joint id: 6, measured_angle: 0.019039, target_angle: 0.037826, newest_measurement_index: 5838, sent_torque: 0.106111, measured_torque: 0.116720
joint id: 7, measured_angle: 0.007288, target_angle: 0.030557, newest_measurement_index: 5903, sent_torque: 0.135495, measured_torque: 0.135376
joint id: 8, measured_angle: 0.024689, target_angle: -0.003079, newest_measurement_index: 5903, sent_torque: -0.082343, measured_torque: -0.078434
joint id: 0, measured_angle: 0.026118, target_angle: 0.053454, newest_measurement_index: 6108, sent_torque: 0.081145, measured_torque: 0.054732
joint id: 1, measured_angle: -0.019686, target_angle: 0.008242, newest_measurement_index: 6148, sent_torque: 0.082223, measured_torque: 0.056936
joint id: 2, measured_angle: -0.006540, target_angle: -0.033422, newest_measurement_index: 6148, sent_torque: -0.079690, measured_torque: -0.060746
joint id: 3, measured_angle: -0.006714, target_angle: 0.018843, newest_measurement_index: 6149, sent_torque: 0.073645, measured_torque: 0.068959
joint id: 4, measured_angle: -0.009190, target_angle: 0.019645, newest_measurement_index: 6227, sent_torque: 0.086281, measured_torque: 0.084069
joint id: 5, measured_angle: -0.000209, target_angle: -0.016065, newest_measurement_index: 6227, sent_torque: -0.049262, measured_torque: -0.044937
joint id: 6, measured_angle: 0.019318, target_angle: 0.038126, newest_measurement_index: 5839, sent_torque: 0.107911, measured_torque: 0.116720
joint id: 7, measured_angle: 0.007706, target_angle: 0.030857, newest_measurement_index: 5904, sent_torque: 0.134414, measured_torque: 0.141494
joint id: 8, measured_angle: 0.024654, target_angle: -0.003379, newest_measurement_index: 5904, sent_torque: -0.082995, measured_torque: -0.076532
joint id: 0, measured_angle: 0.026118, target_angle: 0.053754, newest_measurement_index: 6108, sent_torque: 0.081255, measured_torque: 0.054732
joint id: 1, measured_angle: -0.019651, target_angle: 0.008542, newest_measurement_index: 6150, sent_torque: 0.083123, measured_torque: 0.066577
joint id: 2, measured_angle: -0.006575, target_angle: -0.033722, newest_measurement_index: 6150, sent_torque: -0.080590, measured_torque: -0.058476
joint id: 3, measured_angle: -0.006470, target_angle: 0.019143, newest_measurement_index: 6150, sent_torque: 0.073728, measured_torque: 0.068552
joint id: 4, measured_angle: -0.009225, target_angle: 0.019945, newest_measurement_index: 6228, sent_torque: 0.087276, measured_torque: 0.090301
joint id: 5, measured_angle: -0.000209, target_angle: -0.016065, newest_measurement_index: 6228, sent_torque: -0.048001, measured_torque: -0.044691
joint id: 6, measured_angle: 0.019737, target_angle: 0.038426, newest_measurement_index: 5841, sent_torque: 0.108634, measured_torque: 0.102669
joint id: 7, measured_angle: 0.008090, target_angle: 0.031157, newest_measurement_index: 5905, sent_torque: 0.132807, measured_torque: 0.132740
joint id: 8, measured_angle: 0.023833, target_angle: -0.003679, newest_measurement_index: 5905, sent_torque: -0.083663, measured_torque: -0.081991
joint id: 0, measured_angle: 0.026118, target_angle: 0.054054, newest_measurement_index: 6109, sent_torque: 0.082155, measured_torque: 0.056518
joint id: 1, measured_angle: -0.019616, target_angle: 0.008842, newest_measurement_index: 6151, sent_torque: 0.084557, measured_torque: 0.060476
joint id: 2, measured_angle: -0.006575, target_angle: -0.034022, newest_measurement_index: 6151, sent_torque: -0.081439, measured_torque: -0.052610
joint id: 3, measured_angle: -0.006191, target_angle: 0.019443, newest_measurement_index: 6151, sent_torque: 0.073828, measured_torque: 0.071963
joint id: 4, measured_angle: -0.009260, target_angle: 0.020245, newest_measurement_index: 6229, sent_torque: 0.087706, measured_torque: 0.079511
joint id: 5, measured_angle: -0.000279, target_angle: -0.016065, newest_measurement_index: 6229, sent_torque: -0.047589, measured_torque: -0.048626
joint id: 6, measured_angle: 0.019737, target_angle: 0.038726, newest_measurement_index: 5841, sent_torque: 0.109741, measured_torque: 0.102392
joint id: 7, measured_angle: 0.008543, target_angle: 0.031457, newest_measurement_index: 5906, sent_torque: 0.132641, measured_torque: 0.131755
joint id: 8, measured_angle: 0.023693, target_angle: -0.003979, newest_measurement_index: 5906, sent_torque: -0.069017, measured_torque: -0.079992
joint id: 0, measured_angle: 0.026153, target_angle: 0.054354, newest_measurement_index: 6110, sent_torque: 0.083744, measured_torque: 0.059703
joint id: 1, measured_angle: -0.019582, target_angle: 0.009142, newest_measurement_index: 6152, sent_torque: 0.085036, measured_torque: 0.062876
joint id: 2, measured_angle: -0.007361, target_angle: -0.034322, newest_measurement_index: 6153, sent_torque: -0.082334, measured_torque: -0.067833
joint id: 3, measured_angle: -0.005912, target_angle: 0.019743, newest_measurement_index: 6152, sent_torque: 0.072572, measured_torque: 0.073436
joint id: 4, measured_angle: -0.009295, target_angle: 0.020545, newest_measurement_index: 6230, sent_torque: 0.088642, measured_torque: 0.088732
joint id: 5, measured_angle: -0.000384, target_angle: -0.016065, newest_measurement_index: 6230, sent_torque: -0.045787, measured_torque: -0.049310
joint id: 6, measured_angle: 0.019876, target_angle: 0.039026, newest_measurement_index: 5843, sent_torque: 0.111541, measured_torque: 0.110789
joint id: 7, measured_angle: 0.008962, target_angle: 0.031757, newest_measurement_index: 5907, sent_torque: 0.130934, measured_torque: 0.137780
joint id: 8, measured_angle: 0.023519, target_angle: -0.004279, newest_measurement_index: 5907, sent_torque: -0.080248, measured_torque: -0.082741
joint id: 0, measured_angle: 0.026223, target_angle: 0.054654, newest_measurement_index: 6112, sent_torque: 0.084362, measured_torque: 0.056662
joint id: 1, measured_angle: -0.019547, target_angle: 0.009442, newest_measurement_index: 6153, sent_torque: 0.085244, measured_torque: 0.062876
joint id: 2, measured_angle: -0.007361, target_angle: -0.034622, newest_measurement_index: 6153, sent_torque: -0.080730, measured_torque: -0.067833
joint id: 3, measured_angle: -0.005633, target_angle: 0.020043, newest_measurement_index: 6153, sent_torque: 0.072319, measured_torque: 0.070741
joint id: 4, measured_angle: -0.009295, target_angle: 0.020845, newest_measurement_index: 6231, sent_torque: 0.090804, measured_torque: 0.089365
joint id: 5, measured_angle: -0.000523, target_angle: -0.016065, newest_measurement_index: 6231, sent_torque: -0.045572, measured_torque: -0.046179
joint id: 6, measured_angle: 0.019876, target_angle: 0.039326, newest_measurement_index: 5843, sent_torque: 0.112997, measured_torque: 0.110789
joint id: 7, measured_angle: 0.009345, target_angle: 0.032057, newest_measurement_index: 5908, sent_torque: 0.129942, measured_torque: 0.141619
joint id: 8, measured_angle: 0.023310, target_angle: -0.004579, newest_measurement_index: 5908, sent_torque: -0.080365, measured_torque: -0.069202
joint id: 0, measured_angle: 0.026223, target_angle: 0.054954, newest_measurement_index: 6112, sent_torque: 0.084947, measured_torque: 0.056662
joint id: 1, measured_angle: -0.019547, target_angle: 0.009742, newest_measurement_index: 6154, sent_torque: 0.086040, measured_torque: 0.067747
joint id: 2, measured_angle: -0.007361, target_angle: -0.034922, newest_measurement_index: 6154, sent_torque: -0.081630, measured_torque: -0.064781
joint id: 3, measured_angle: -0.005285, target_angle: 0.020343, newest_measurement_index: 6154, sent_torque: 0.072652, measured_torque: 0.072722
joint id: 4, measured_angle: -0.009295, target_angle: 0.021145, newest_measurement_index: 6232, sent_torque: 0.090463, measured_torque: 0.087901
joint id: 5, measured_angle: -0.000628, target_angle: -0.016065, newest_measurement_index: 6232, sent_torque: -0.044405, measured_torque: -0.049779
joint id: 6, measured_angle: 0.019807, target_angle: 0.039626, newest_measurement_index: 5845, sent_torque: 0.116397, measured_torque: 0.129010
joint id: 7, measured_angle: 0.009729, target_angle: 0.032357, newest_measurement_index: 5909, sent_torque: 0.130748, measured_torque: 0.138045
joint id: 8, measured_angle: 0.023065, target_angle: -0.004879, newest_measurement_index: 5909, sent_torque: -0.080331, measured_torque: -0.078255
joint id: 0, measured_angle: 0.026258, target_angle: 0.055254, newest_measurement_index: 6113, sent_torque: 0.085847, measured_torque: 0.055116
joint id: 1, measured_angle: -0.019547, target_angle: 0.010042, newest_measurement_index: 6154, sent_torque: 0.087821, measured_torque: 0.067747
joint id: 2, measured_angle: -0.007361, target_angle: -0.035222, newest_measurement_index: 6154, sent_torque: -0.081481, measured_torque: -0.064781
joint id: 3, measured_angle: -0.004901, target_angle: 0.020643, newest_measurement_index: 6155, sent_torque: 0.071979, measured_torque: 0.075386
joint id: 4, measured_angle: -0.009295, target_angle: 0.021445, newest_measurement_index: 6233, sent_torque: 0.091320, measured_torque: 0.095010
joint id: 5, measured_angle: -0.000697, target_angle: -0.016065, newest_measurement_index: 6233, sent_torque: -0.044479, measured_torque: -0.044470
joint id: 6, measured_angle: 0.019667, target_angle: 0.039926, newest_measurement_index: 5846, sent_torque: 0.119810, measured_torque: 0.112083
joint id: 7, measured_angle: 0.010008, target_angle: 0.032657, newest_measurement_index: 5910, sent_torque: 0.130360, measured_torque: 0.134592
joint id: 8, measured_angle: 0.022821, target_angle: -0.005179, newest_measurement_index: 5910, sent_torque: -0.080691, measured_torque: -0.077692
joint id: 0, measured_angle: 0.026327, target_angle: 0.055554, newest_measurement_index: 6115, sent_torque: 0.086643, measured_torque: 0.062369
joint id: 1, measured_angle: -0.019477, target_angle: 0.010342, newest_measurement_index: 6155, sent_torque: 0.088721, measured_torque: 0.066498
joint id: 2, measured_angle: -0.007396, target_angle: -0.035522, newest_measurement_index: 6155, sent_torque: -0.082381, measured_torque: -0.070446
joint id: 3, measured_angle: -0.004448, target_angle: 0.020943, newest_measurement_index: 6156, sent_torque: 0.071291, measured_torque: 0.073628
joint id: 4, measured_angle: -0.009295, target_angle: 0.021745, newest_measurement_index: 6234, sent_torque: 0.092219, measured_torque: 0.086795
