joint id: 0, measured_angle: -0.000716, target_angle: -0.000416, newest_measurement_index: 11190, sent_torque: 0.000000, measured_torque: -0.000211
joint id: 6, measured_angle: -0.057987, target_angle: -0.041703, newest_measurement_index: 10944, sent_torque: 0.094583, measured_torque: 0.047539
joint id: 7, measured_angle: -0.040016, target_angle: -0.023522, newest_measurement_index: 11009, sent_torque: 0.096173, measured_torque: 0.046744
joint id: 8, measured_angle: -0.000507, target_angle: -0.017698, newest_measurement_index: 11009, sent_torque: -0.050672, measured_torque: -0.023384
joint id: 0, measured_angle: -0.000751, target_angle: 0.016984, newest_measurement_index: 11220, sent_torque: 0.052305, measured_torque: 0.020225
joint id: 1, measured_angle: 0.107479, target_angle: 0.124935, newest_measurement_index: 11274, sent_torque: 0.050814, measured_torque: 0.039141
joint id: 2, measured_angle: -0.003680, target_angle: -0.020962, newest_measurement_index: 11274, sent_torque: -0.050937, measured_torque: -0.030793
joint id: 3, measured_angle: -0.000995, target_angle: 0.015728, newest_measurement_index: 11358, sent_torque: 0.049360, measured_torque: 0.042914
joint id: 4, measured_angle: -0.106673, target_angle: -0.089635, newest_measurement_index: 11452, sent_torque: 0.050316, measured_torque: 0.047154
joint id: 5, measured_angle: -0.003227, target_angle: -0.020055, newest_measurement_index: 11452, sent_torque: -0.049258, measured_torque: -0.051814
joint id: 6, measured_angle: -0.057987, target_angle: -0.041403, newest_measurement_index: 10944, sent_torque: 0.096383, measured_torque: 0.047539
joint id: 7, measured_angle: -0.040016, target_angle: -0.023222, newest_measurement_index: 11009, sent_torque: 0.097973, measured_torque: 0.046744
joint id: 8, measured_angle: -0.000507, target_angle: -0.017998, newest_measurement_index: 11009, sent_torque: -0.051572, measured_torque: -0.023384
joint id: 0, measured_angle: -0.000751, target_angle: 0.017284, newest_measurement_index: 11220, sent_torque: 0.053205, measured_torque: 0.020225
joint id: 1, measured_angle: 0.107514, target_angle: 0.125235, newest_measurement_index: 11275, sent_torque: 0.051714, measured_torque: 0.017422
joint id: 2, measured_angle: -0.003715, target_angle: -0.021262, newest_measurement_index: 11275, sent_torque: -0.051837, measured_torque: -0.029673
joint id: 3, measured_angle: -0.000961, target_angle: 0.016028, newest_measurement_index: 11359, sent_torque: 0.049932, measured_torque: 0.048508
joint id: 4, measured_angle: -0.106673, target_angle: -0.089335, newest_measurement_index: 11453, sent_torque: 0.050646, measured_torque: 0.049540
joint id: 5, measured_angle: -0.003227, target_angle: -0.020355, newest_measurement_index: 11453, sent_torque: -0.049791, measured_torque: -0.050057
joint id: 6, measured_angle: -0.057987, target_angle: -0.041103, newest_measurement_index: 10944, sent_torque: 0.098183, measured_torque: 0.047539
joint id: 7, measured_angle: -0.040016, target_angle: -0.022922, newest_measurement_index: 11009, sent_torque: 0.099773, measured_torque: 0.046744
joint id: 8, measured_angle: -0.000507, target_angle: -0.018298, newest_measurement_index: 11009, sent_torque: -0.052472, measured_torque: -0.023384
joint id: 0, measured_angle: -0.000751, target_angle: 0.017584, newest_measurement_index: 11221, sent_torque: 0.054105, measured_torque: 0.022721
joint id: 1, measured_angle: 0.107270, target_angle: 0.125535, newest_measurement_index: 11276, sent_torque: 0.052415, measured_torque: 0.000120
joint id: 2, measured_angle: -0.003401, target_angle: -0.021562, newest_measurement_index: 11276, sent_torque: -0.052047, measured_torque: -0.003353
joint id: 3, measured_angle: -0.000926, target_angle: 0.016328, newest_measurement_index: 11360, sent_torque: 0.050305, measured_torque: 0.047820
joint id: 4, measured_angle: -0.106638, target_angle: -0.089035, newest_measurement_index: 11454, sent_torque: 0.051996, measured_torque: 0.050732
joint id: 5, measured_angle: -0.003262, target_angle: -0.020655, newest_measurement_index: 11454, sent_torque: -0.051305, measured_torque: -0.049565
joint id: 6, measured_angle: -0.057918, target_angle: -0.040803, newest_measurement_index: 10945, sent_torque: 0.099983, measured_torque: 0.044059
joint id: 7, measured_angle: -0.039911, target_angle: -0.022622, newest_measurement_index: 11010, sent_torque: 0.101573, measured_torque: 0.044029
joint id: 8, measured_angle: -0.000507, target_angle: -0.018598, newest_measurement_index: 11010, sent_torque: -0.053372, measured_torque: -0.022001
joint id: 0, measured_angle: -0.000716, target_angle: 0.017884, newest_measurement_index: 11222, sent_torque: 0.055005, measured_torque: 0.002288
joint id: 1, measured_angle: 0.107270, target_angle: 0.125835, newest_measurement_index: 11276, sent_torque: 0.054792, measured_torque: 0.000120
joint id: 2, measured_angle: -0.003401, target_angle: -0.021862, newest_measurement_index: 11276, sent_torque: -0.053700, measured_torque: -0.003353
joint id: 3, measured_angle: -0.000891, target_angle: 0.016628, newest_measurement_index: 11361, sent_torque: 0.050824, measured_torque: 0.045305
joint id: 4, measured_angle: -0.106603, target_angle: -0.088735, newest_measurement_index: 11455, sent_torque: 0.052474, measured_torque: 0.049626
joint id: 5, measured_angle: -0.003262, target_angle: -0.020955, newest_measurement_index: 11455, sent_torque: -0.051876, measured_torque: -0.029222
joint id: 6, measured_angle: -0.058789, target_angle: -0.040503, newest_measurement_index: 10946, sent_torque: 0.101524, measured_torque: 0.003115
joint id: 7, measured_angle: -0.040051, target_angle: -0.022322, newest_measurement_index: 11011, sent_torque: 0.102459, measured_torque: 0.008276
joint id: 8, measured_angle: -0.000298, target_angle: -0.018898, newest_measurement_index: 11011, sent_torque: -0.054272, measured_torque: 0.007983
joint id: 0, measured_angle: -0.000716, target_angle: 0.018184, newest_measurement_index: 11222, sent_torque: 0.055800, measured_torque: 0.002288
joint id: 1, measured_angle: 0.107270, target_angle: 0.126135, newest_measurement_index: 11277, sent_torque: 0.055692, measured_torque: 0.001757
joint id: 2, measured_angle: -0.003436, target_angle: -0.022162, newest_measurement_index: 11277, sent_torque: -0.054600, measured_torque: -0.007471
joint id: 3, measured_angle: -0.000856, target_angle: 0.016928, newest_measurement_index: 11362, sent_torque: 0.051871, measured_torque: 0.044054
joint id: 4, measured_angle: -0.106603, target_angle: -0.088435, newest_measurement_index: 11456, sent_torque: 0.052677, measured_torque: 0.047134
joint id: 5, measured_angle: -0.003297, target_angle: -0.021255, newest_measurement_index: 11456, sent_torque: -0.053065, measured_torque: -0.052035
joint id: 6, measured_angle: -0.058789, target_angle: -0.040203, newest_measurement_index: 10947, sent_torque: 0.109767, measured_torque: -0.000504
joint id: 7, measured_angle: -0.040051, target_angle: -0.022022, newest_measurement_index: 11012, sent_torque: 0.106491, measured_torque: 0.003277
joint id: 8, measured_angle: -0.000298, target_angle: -0.019198, newest_measurement_index: 11012, sent_torque: -0.055347, measured_torque: 0.003327
joint id: 0, measured_angle: -0.000716, target_angle: 0.018484, newest_measurement_index: 11223, sent_torque: 0.056700, measured_torque: -0.005665
joint id: 1, measured_angle: 0.107235, target_angle: 0.126435, newest_measurement_index: 11278, sent_torque: 0.056595, measured_torque: 0.000120
joint id: 2, measured_angle: -0.003471, target_angle: -0.022462, newest_measurement_index: 11278, sent_torque: -0.054964, measured_torque: -0.005833
joint id: 3, measured_angle: -0.000821, target_angle: 0.017228, newest_measurement_index: 11363, sent_torque: 0.052675, measured_torque: 0.047817
joint id: 4, measured_angle: -0.106568, target_angle: -0.088135, newest_measurement_index: 11457, sent_torque: 0.054471, measured_torque: 0.048379
joint id: 5, measured_angle: -0.003332, target_angle: -0.021555, newest_measurement_index: 11457, sent_torque: -0.053765, measured_torque: -0.046885
joint id: 6, measured_angle: -0.058720, target_angle: -0.039903, newest_measurement_index: 10948, sent_torque: 0.111519, measured_torque: 0.006803
joint id: 7, measured_angle: -0.040051, target_angle: -0.021722, newest_measurement_index: 11013, sent_torque: 0.108174, measured_torque: 0.006911
joint id: 8, measured_angle: -0.000298, target_angle: -0.019498, newest_measurement_index: 11013, sent_torque: -0.056678, measured_torque: 0.009134
joint id: 0, measured_angle: -0.000716, target_angle: 0.018784, newest_measurement_index: 11224, sent_torque: 0.057600, measured_torque: 0.002288
joint id: 1, measured_angle: 0.107235, target_angle: 0.126735, newest_measurement_index: 11278, sent_torque: 0.057770, measured_torque: 0.000120
joint id: 2, measured_angle: -0.003471, target_angle: -0.022762, newest_measurement_index: 11278, sent_torque: -0.056914, measured_torque: -0.005833
joint id: 3, measured_angle: -0.000786, target_angle: 0.017528, newest_measurement_index: 11364, sent_torque: 0.053210, measured_torque: 0.051555
joint id: 4, measured_angle: -0.106533, target_angle: -0.087835, newest_measurement_index: 11458, sent_torque: 0.055176, measured_torque: 0.059136
joint id: 5, measured_angle: -0.003332, target_angle: -0.021855, newest_measurement_index: 11458, sent_torque: -0.053513, measured_torque: -0.053611
joint id: 6, measured_angle: -0.058650, target_angle: -0.039603, newest_measurement_index: 10949, sent_torque: 0.112124, measured_torque: -0.007041
joint id: 7, measured_angle: -0.040051, target_angle: -0.021422, newest_measurement_index: 11014, sent_torque: 0.109970, measured_torque: 0.002491
joint id: 8, measured_angle: -0.000263, target_angle: -0.019798, newest_measurement_index: 11014, sent_torque: -0.057599, measured_torque: 0.005424
joint id: 0, measured_angle: -0.000716, target_angle: 0.019084, newest_measurement_index: 11224, sent_torque: 0.058500, measured_torque: 0.002288
joint id: 1, measured_angle: 0.107200, target_angle: 0.127035, newest_measurement_index: 11280, sent_torque: 0.058670, measured_torque: 0.003884
joint id: 2, measured_angle: -0.003506, target_angle: -0.023062, newest_measurement_index: 11280, sent_torque: -0.057814, measured_torque: 0.002161
joint id: 3, measured_angle: -0.000786, target_angle: 0.017828, newest_measurement_index: 11365, sent_torque: 0.053630, measured_torque: 0.049963
joint id: 4, measured_angle: -0.106533, target_angle: -0.087535, newest_measurement_index: 11459, sent_torque: 0.055343, measured_torque: 0.051874
joint id: 5, measured_angle: -0.003367, target_angle: -0.022155, newest_measurement_index: 11459, sent_torque: -0.055515, measured_torque: -0.055777
joint id: 6, measured_angle: -0.058580, target_angle: -0.039303, newest_measurement_index: 10950, sent_torque: 0.113478, measured_torque: 0.001955
joint id: 7, measured_angle: -0.040051, target_angle: -0.021122, newest_measurement_index: 11015, sent_torque: 0.111770, measured_torque: 0.002491
joint id: 8, measured_angle: -0.000228, target_angle: -0.020098, newest_measurement_index: 11015, sent_torque: -0.059025, measured_torque: 0.005424
joint id: 0, measured_angle: -0.000716, target_angle: 0.019384, newest_measurement_index: 11225, sent_torque: 0.059400, measured_torque: -0.003393
joint id: 1, measured_angle: 0.107200, target_angle: 0.127335, newest_measurement_index: 11281, sent_torque: 0.059511, measured_torque: -0.002389
joint id: 2, measured_angle: -0.003506, target_angle: -0.023362, newest_measurement_index: 11281, sent_torque: -0.058639, measured_torque: -0.001980
joint id: 3, measured_angle: -0.000751, target_angle: 0.018128, newest_measurement_index: 11366, sent_torque: 0.055798, measured_torque: 0.044179
joint id: 4, measured_angle: -0.106533, target_angle: -0.087235, newest_measurement_index: 11460, sent_torque: 0.056932, measured_torque: 0.053210
joint id: 5, measured_angle: -0.003367, target_angle: -0.022455, newest_measurement_index: 11460, sent_torque: -0.055775, measured_torque: -0.052940
joint id: 6, measured_angle: -0.058545, target_angle: -0.039003, newest_measurement_index: 10951, sent_torque: 0.114859, measured_torque: 0.001006
joint id: 7, measured_angle: -0.040085, target_angle: -0.020822, newest_measurement_index: 11016, sent_torque: 0.113570, measured_torque: 0.003393
joint id: 8, measured_angle: -0.000193, target_angle: -0.020398, newest_measurement_index: 11016, sent_torque: -0.059844, measured_torque: 0.003122
joint id: 0, measured_angle: -0.000716, target_angle: 0.019684, newest_measurement_index: 11226, sent_torque: 0.060300, measured_torque: 0.009776
joint id: 1, measured_angle: 0.107200, target_angle: 0.127635, newest_measurement_index: 11281, sent_torque: 0.060405, measured_torque: -0.002389
joint id: 2, measured_angle: -0.003506, target_angle: -0.023662, newest_measurement_index: 11281, sent_torque: -0.059566, measured_torque: -0.001980
joint id: 3, measured_angle: -0.000751, target_angle: 0.018428, newest_measurement_index: 11367, sent_torque: 0.056467, measured_torque: 0.052915
joint id: 4, measured_angle: -0.106498, target_angle: -0.086935, newest_measurement_index: 11461, sent_torque: 0.057892, measured_torque: 0.057942
joint id: 5, measured_angle: -0.003401, target_angle: -0.022755, newest_measurement_index: 11461, sent_torque: -0.057238, measured_torque: -0.051215
joint id: 6, measured_angle: -0.058545, target_angle: -0.038703, newest_measurement_index: 10952, sent_torque: 0.116987, measured_torque: -0.008970
joint id: 7, measured_angle: -0.040085, target_angle: -0.020522, newest_measurement_index: 11017, sent_torque: 0.116232, measured_torque: 0.009526
joint id: 8, measured_angle: -0.000158, target_angle: -0.020698, newest_measurement_index: 11017, sent_torque: -0.060734, measured_torque: 0.010199
joint id: 0, measured_angle: -0.000716, target_angle: 0.019984, newest_measurement_index: 11226, sent_torque: 0.061200, measured_torque: 0.009776
joint id: 1, measured_angle: 0.107200, target_angle: 0.127935, newest_measurement_index: 11283, sent_torque: 0.061305, measured_torque: 0.004756
joint id: 2, measured_angle: -0.003436, target_angle: -0.023962, newest_measurement_index: 11283, sent_torque: -0.060466, measured_torque: -0.000849
joint id: 3, measured_angle: -0.000716, target_angle: 0.018728, newest_measurement_index: 11368, sent_torque: 0.057533, measured_torque: 0.053716
joint id: 4, measured_angle: -0.106498, target_angle: -0.086635, newest_measurement_index: 11462, sent_torque: 0.058356, measured_torque: 0.055622
joint id: 5, measured_angle: -0.003401, target_angle: -0.023055, newest_measurement_index: 11462, sent_torque: -0.057640, measured_torque: -0.033852
