joint id: 0, measured_angle: -0.002390, target_angle: -0.002090, newest_measurement_index: 10850, sent_torque: 0.000000, measured_torque: 0.008535
joint id: 4, measured_angle: 0.001411, target_angle: 0.053124, newest_measurement_index: 11418, sent_torque: 0.154365, measured_torque: 0.161828
joint id: 5, measured_angle: -0.035362, target_angle: -0.056753, newest_measurement_index: 11418, sent_torque: -0.065214, measured_torque: -0.062331
joint id: 6, measured_angle: -0.000961, target_angle: 0.054100, newest_measurement_index: 10925, sent_torque: 0.324000, measured_torque: 0.008065
joint id: 7, measured_angle: -0.108188, target_angle: -0.053860, newest_measurement_index: 10976, sent_torque: 0.324000, measured_torque: 0.002331
joint id: 8, measured_angle: -0.000263, target_angle: -0.055533, newest_measurement_index: 10976, sent_torque: -0.164909, measured_torque: 0.005507
joint id: 0, measured_angle: -0.002355, target_angle: 0.053110, newest_measurement_index: 11012, sent_torque: 0.275826, measured_torque: -0.006146
joint id: 1, measured_angle: -0.116750, target_angle: -0.061355, newest_measurement_index: 11186, sent_torque: 0.275477, measured_torque: 0.000938
joint id: 2, measured_angle: -0.002495, target_angle: -0.057751, newest_measurement_index: 11186, sent_torque: -0.274780, measured_torque: -0.011577
joint id: 3, measured_angle: 0.022945, target_angle: 0.066396, newest_measurement_index: 11368, sent_torque: 0.123790, measured_torque: 0.119432
joint id: 4, measured_angle: 0.001411, target_angle: 0.053424, newest_measurement_index: 11419, sent_torque: 0.155143, measured_torque: 0.116285
joint id: 5, measured_angle: -0.035292, target_angle: -0.057053, newest_measurement_index: 11419, sent_torque: -0.065500, measured_torque: -0.066443
joint id: 6, measured_angle: -0.000961, target_angle: 0.054400, newest_measurement_index: 10926, sent_torque: 0.324000, measured_torque: -0.005057
joint id: 7, measured_angle: -0.108188, target_angle: -0.053560, newest_measurement_index: 10977, sent_torque: 0.324000, measured_torque: 0.002434
joint id: 8, measured_angle: -0.000263, target_angle: -0.055833, newest_measurement_index: 10977, sent_torque: -0.165809, measured_torque: 0.008057
joint id: 0, measured_angle: -0.002355, target_angle: 0.053410, newest_measurement_index: 11013, sent_torque: 0.277326, measured_torque: -0.001944
joint id: 1, measured_angle: -0.116750, target_angle: -0.061055, newest_measurement_index: 11186, sent_torque: 0.276977, measured_torque: 0.000938
joint id: 2, measured_angle: -0.002495, target_angle: -0.058051, newest_measurement_index: 11186, sent_torque: -0.276280, measured_torque: -0.011577
joint id: 3, measured_angle: 0.023468, target_angle: 0.066696, newest_measurement_index: 11369, sent_torque: 0.122666, measured_torque: 0.121958
joint id: 4, measured_angle: 0.001446, target_angle: 0.053724, newest_measurement_index: 11420, sent_torque: 0.156039, measured_torque: 0.156026
joint id: 5, measured_angle: -0.035223, target_angle: -0.057353, newest_measurement_index: 11420, sent_torque: -0.065877, measured_torque: -0.048457
joint id: 6, measured_angle: -0.000961, target_angle: 0.054700, newest_measurement_index: 10927, sent_torque: 0.324000, measured_torque: 0.008050
joint id: 7, measured_angle: -0.108188, target_angle: -0.053260, newest_measurement_index: 10978, sent_torque: 0.324000, measured_torque: 0.002537
joint id: 8, measured_angle: -0.000263, target_angle: -0.056133, newest_measurement_index: 10978, sent_torque: -0.166709, measured_torque: 0.004435
joint id: 0, measured_angle: -0.002355, target_angle: 0.053710, newest_measurement_index: 11013, sent_torque: 0.278826, measured_torque: -0.001944
joint id: 1, measured_angle: -0.116750, target_angle: -0.060755, newest_measurement_index: 11187, sent_torque: 0.278477, measured_torque: 0.000939
joint id: 2, measured_angle: -0.002495, target_angle: -0.058351, newest_measurement_index: 11187, sent_torque: -0.277780, measured_torque: -0.005115
joint id: 3, measured_angle: 0.023991, target_angle: 0.066996, newest_measurement_index: 11370, sent_torque: 0.121879, measured_torque: 0.123488
joint id: 4, measured_angle: 0.001515, target_angle: 0.054024, newest_measurement_index: 11421, sent_torque: 0.156367, measured_torque: 0.161202
joint id: 5, measured_angle: -0.035188, target_angle: -0.057653, newest_measurement_index: 11421, sent_torque: -0.067118, measured_torque: -0.069191
joint id: 6, measured_angle: -0.000961, target_angle: 0.055000, newest_measurement_index: 10928, sent_torque: 0.324000, measured_torque: 0.006911
joint id: 7, measured_angle: -0.108188, target_angle: -0.052960, newest_measurement_index: 10979, sent_torque: 0.324000, measured_torque: 0.009900
joint id: 8, measured_angle: -0.000263, target_angle: -0.056433, newest_measurement_index: 10979, sent_torque: -0.167609, measured_torque: 0.003038
joint id: 0, measured_angle: -0.002355, target_angle: 0.054010, newest_measurement_index: 11015, sent_torque: 0.280326, measured_torque: 0.005661
joint id: 1, measured_angle: -0.116750, target_angle: -0.060455, newest_measurement_index: 11187, sent_torque: 0.279977, measured_torque: 0.000939
joint id: 2, measured_angle: -0.002495, target_angle: -0.058651, newest_measurement_index: 11187, sent_torque: -0.279280, measured_torque: -0.005115
joint id: 3, measured_angle: 0.024549, target_angle: 0.067296, newest_measurement_index: 11371, sent_torque: 0.120897, measured_torque: 0.119283
joint id: 4, measured_angle: 0.001620, target_angle: 0.054324, newest_measurement_index: 11422, sent_torque: 0.156734, measured_torque: 0.153781
joint id: 5, measured_angle: -0.035153, target_angle: -0.057953, newest_measurement_index: 11422, sent_torque: -0.067732, measured_torque: -0.067586
joint id: 6, measured_angle: -0.000926, target_angle: 0.055300, newest_measurement_index: 10929, sent_torque: 0.324000, measured_torque: 0.023549
joint id: 7, measured_angle: -0.108188, target_angle: -0.052660, newest_measurement_index: 10980, sent_torque: 0.324000, measured_torque: 0.000358
joint id: 8, measured_angle: -0.000263, target_angle: -0.056733, newest_measurement_index: 10980, sent_torque: -0.168509, measured_torque: 0.004273
joint id: 0, measured_angle: -0.002355, target_angle: 0.054310, newest_measurement_index: 11016, sent_torque: 0.281826, measured_torque: 0.012922
joint id: 1, measured_angle: -0.116750, target_angle: -0.060155, newest_measurement_index: 11188, sent_torque: 0.281477, measured_torque: 0.010516
joint id: 2, measured_angle: -0.002495, target_angle: -0.058951, newest_measurement_index: 11188, sent_torque: -0.280780, measured_torque: -0.011842
joint id: 3, measured_angle: 0.025037, target_angle: 0.067596, newest_measurement_index: 11372, sent_torque: 0.119824, measured_torque: 0.130184
joint id: 4, measured_angle: 0.001690, target_angle: 0.054624, newest_measurement_index: 11423, sent_torque: 0.156748, measured_torque: 0.157001
joint id: 5, measured_angle: -0.035118, target_angle: -0.058253, newest_measurement_index: 11423, sent_torque: -0.068632, measured_torque: -0.060748
joint id: 6, measured_angle: -0.000926, target_angle: 0.055600, newest_measurement_index: 10930, sent_torque: 0.324000, measured_torque: 0.005703
joint id: 7, measured_angle: -0.108188, target_angle: -0.052360, newest_measurement_index: 10981, sent_torque: 0.324000, measured_torque: 0.002440
joint id: 8, measured_angle: -0.000263, target_angle: -0.057033, newest_measurement_index: 10981, sent_torque: -0.169409, measured_torque: 0.006822
joint id: 0, measured_angle: -0.002355, target_angle: 0.054610, newest_measurement_index: 11017, sent_torque: 0.283326, measured_torque: 0.000659
joint id: 1, measured_angle: -0.116750, target_angle: -0.059855, newest_measurement_index: 11189, sent_torque: 0.282977, measured_torque: 0.000946
joint id: 2, measured_angle: -0.002495, target_angle: -0.059251, newest_measurement_index: 11189, sent_torque: -0.282280, measured_torque: -0.011980
joint id: 3, measured_angle: 0.025490, target_angle: 0.067896, newest_measurement_index: 11373, sent_torque: 0.120191, measured_torque: 0.118251
joint id: 4, measured_angle: 0.001794, target_angle: 0.054924, newest_measurement_index: 11424, sent_torque: 0.157566, measured_torque: 0.161893
joint id: 5, measured_angle: -0.035118, target_angle: -0.058553, newest_measurement_index: 11424, sent_torque: -0.070570, measured_torque: -0.074979
joint id: 6, measured_angle: -0.000926, target_angle: 0.055900, newest_measurement_index: 10931, sent_torque: 0.324000, measured_torque: 0.006873
joint id: 7, measured_angle: -0.108188, target_angle: -0.052060, newest_measurement_index: 10982, sent_torque: 0.324000, measured_torque: 0.005754
joint id: 8, measured_angle: -0.000263, target_angle: -0.057333, newest_measurement_index: 10982, sent_torque: -0.170309, measured_torque: 0.007976
joint id: 0, measured_angle: -0.002355, target_angle: 0.054910, newest_measurement_index: 11018, sent_torque: 0.284826, measured_torque: 0.003309
joint id: 1, measured_angle: -0.116750, target_angle: -0.059555, newest_measurement_index: 11190, sent_torque: 0.284477, measured_torque: 0.003330
joint id: 2, measured_angle: -0.002495, target_angle: -0.059551, newest_measurement_index: 11190, sent_torque: -0.283780, measured_torque: -0.006726
joint id: 3, measured_angle: 0.025839, target_angle: 0.068196, newest_measurement_index: 11374, sent_torque: 0.120928, measured_torque: 0.124270
joint id: 4, measured_angle: 0.001864, target_angle: 0.055224, newest_measurement_index: 11425, sent_torque: 0.157961, measured_torque: 0.153480
joint id: 5, measured_angle: -0.035118, target_angle: -0.058853, newest_measurement_index: 11425, sent_torque: -0.070362, measured_torque: -0.064555
joint id: 6, measured_angle: -0.000891, target_angle: 0.056200, newest_measurement_index: 10932, sent_torque: 0.324000, measured_torque: 0.002104
joint id: 7, measured_angle: -0.108188, target_angle: -0.051760, newest_measurement_index: 10983, sent_torque: 0.324000, measured_torque: 0.002640
joint id: 8, measured_angle: -0.000263, target_angle: -0.057633, newest_measurement_index: 10983, sent_torque: -0.171209, measured_torque: 0.009210
joint id: 0, measured_angle: -0.002355, target_angle: 0.055210, newest_measurement_index: 11018, sent_torque: 0.286326, measured_torque: 0.003309
joint id: 1, measured_angle: -0.116750, target_angle: -0.059255, newest_measurement_index: 11191, sent_torque: 0.285977, measured_torque: 0.004528
joint id: 2, measured_angle: -0.002495, target_angle: -0.059851, newest_measurement_index: 11191, sent_torque: -0.285280, measured_torque: -0.010762
joint id: 3, measured_angle: 0.026083, target_angle: 0.068496, newest_measurement_index: 11375, sent_torque: 0.122063, measured_torque: 0.130697
joint id: 4, measured_angle: 0.001969, target_angle: 0.055524, newest_measurement_index: 11426, sent_torque: 0.158840, measured_torque: 0.156763
joint id: 5, measured_angle: -0.035188, target_angle: -0.059153, newest_measurement_index: 11426, sent_torque: -0.071209, measured_torque: -0.068473
joint id: 6, measured_angle: -0.000891, target_angle: 0.056500, newest_measurement_index: 10933, sent_torque: 0.324000, measured_torque: -0.002650
joint id: 7, measured_angle: -0.108188, target_angle: -0.051460, newest_measurement_index: 10984, sent_torque: 0.324000, measured_torque: 0.006373
joint id: 8, measured_angle: -0.000263, target_angle: -0.057933, newest_measurement_index: 10984, sent_torque: -0.172109, measured_torque: 0.006903
joint id: 0, measured_angle: -0.002355, target_angle: 0.055510, newest_measurement_index: 11020, sent_torque: 0.287826, measured_torque: 0.004016
joint id: 1, measured_angle: -0.116750, target_angle: -0.058955, newest_measurement_index: 11193, sent_torque: 0.287477, measured_torque: 0.012889
joint id: 2, measured_angle: -0.002495, target_angle: -0.060151, newest_measurement_index: 11193, sent_torque: -0.286780, measured_torque: -0.015476
joint id: 3, measured_angle: 0.026223, target_angle: 0.068796, newest_measurement_index: 11376, sent_torque: 0.124187, measured_torque: 0.129583
joint id: 4, measured_angle: 0.002038, target_angle: 0.055824, newest_measurement_index: 11427, sent_torque: 0.158753, measured_torque: 0.167163
joint id: 5, measured_angle: -0.035292, target_angle: -0.059453, newest_measurement_index: 11428, sent_torque: -0.071220, measured_torque: -0.080282
joint id: 6, measured_angle: -0.000891, target_angle: 0.056800, newest_measurement_index: 10934, sent_torque: 0.324000, measured_torque: 0.006880
joint id: 7, measured_angle: -0.108188, target_angle: -0.051160, newest_measurement_index: 10985, sent_torque: 0.324000, measured_torque: 0.012697
joint id: 8, measured_angle: -0.000263, target_angle: -0.058233, newest_measurement_index: 10985, sent_torque: -0.173009, measured_torque: 0.008138
joint id: 0, measured_angle: -0.002355, target_angle: 0.055810, newest_measurement_index: 11021, sent_torque: 0.289326, measured_torque: 0.005317
joint id: 1, measured_angle: -0.116750, target_angle: -0.058655, newest_measurement_index: 11193, sent_torque: 0.288977, measured_torque: 0.012889
joint id: 2, measured_angle: -0.002495, target_angle: -0.060451, newest_measurement_index: 11193, sent_torque: -0.288280, measured_torque: -0.015476
joint id: 3, measured_angle: 0.026258, target_angle: 0.069096, newest_measurement_index: 11377, sent_torque: 0.125504, measured_torque: 0.128033
joint id: 4, measured_angle: 0.002282, target_angle: 0.056124, newest_measurement_index: 11429, sent_torque: 0.160347, measured_torque: 0.148900
joint id: 5, measured_angle: -0.035397, target_angle: -0.059753, newest_measurement_index: 11429, sent_torque: -0.071709, measured_torque: -0.071373
joint id: 6, measured_angle: -0.000891, target_angle: 0.057100, newest_measurement_index: 10935, sent_torque: 0.324000, measured_torque: 0.005658
joint id: 7, measured_angle: -0.108188, target_angle: -0.050860, newest_measurement_index: 10986, sent_torque: 0.324000, measured_torque: 0.001293
joint id: 8, measured_angle: -0.000263, target_angle: -0.058533, newest_measurement_index: 10986, sent_torque: -0.173909, measured_torque: 0.005588
joint id: 0, measured_angle: -0.002355, target_angle: 0.056110, newest_measurement_index: 11021, sent_torque: 0.290826, measured_torque: 0.005317
joint id: 1, measured_angle: -0.116750, target_angle: -0.058355, newest_measurement_index: 11195, sent_torque: 0.290477, measured_torque: 0.006922
joint id: 2, measured_angle: -0.002495, target_angle: -0.060751, newest_measurement_index: 11195, sent_torque: -0.289780, measured_torque: -0.008209
joint id: 3, measured_angle: 0.026258, target_angle: 0.069396, newest_measurement_index: 11378, sent_torque: 0.128267, measured_torque: 0.125852
joint id: 4, measured_angle: 0.002422, target_angle: 0.056424, newest_measurement_index: 11430, sent_torque: 0.159416, measured_torque: 0.158539
